row_1_box_1,row_1_box_2,row_1_box_3,,row_1_box_4,row_2_box_1,row_2_box_2,row_2_box_3,row_2_box_4,row_3_box_1,row_3_box_2,row_3_box_3,row_3_box_4,row_4_box_1,row_4_box_2,row_4_box_3,row_4_box_4,timestamp
white,white,white,white,white,"rgb(255, 236, 0)",white,white,white,white,white,white,white,"rgb(255, 236, 0)",white,"rgb(255, 236, 0)",530674.435
